id,Synopstationsnummer,Stationsname,Länge [°E],Breite [°N],Höhe [m],Startdatum,Enddatum,Bundesland,Sonnenschein,Globalstrahlung,Synop,Verknüpfungsnummer,Startdatum Teilzeitreihe,Enddatum Teilzeitreihe,zusammengesetzt
7011,11368,WAIDHOFEN/YBBS,14.755,47.954166,421.0,1989-08-01,2004-12-31,NOE,nein,nein,Synopmeldung wurde eingestellt,101,1989-08-01,2004-11-30,nein
7020,,LUNZ,15.0,47.849998,612.0,1927-01-01,1977-09-30,NOE,ja,nein,keine Synopmeldung,,,,nein
7101,,GOESTLING/YBBS,14.931389,47.810555,527.0,1983-10-01,1995-06-30,NOE,nein,nein,keine Synopmeldung,,,,nein
7110,11170,LUNZ AM SEE,15.0675,47.854443,612.0,1994-09-01,2100-12-31,NOE,ja,ja,Synopmeldung,,,,nein
7125,,LASSING,14.9,47.75,686.0,1985-11-01,1988-06-30,NOE,nein,nein,keine Synopmeldung,,,,nein
7200,11172,MARIAZELL,15.316667,47.766666,875.0,1970-11-01,1987-12-31,STMK,ja,nein,keine Synopmeldung,59,1970-11-01,1987-12-31,nein
7202,,MARIAZELL,15.316667,47.766666,865.0,1948-01-01,1970-10-31,STMK,ja,nein,keine Synopmeldung,59,1948-01-01,1970-10-31,nein
7220,11172,ST.SEBASTIAN/MARIAZELL,15.303056,47.793335,872.0,1987-01-01,2000-12-31,STMK,nein,nein,Synopmeldung wurde eingestellt,59,1988-01-01,2000-12-31,nein
7221,11171,MARIAZELL/ST.SEBASTIAN-FLUGFELD,15.302222,47.789165,864.0,2000-08-01,2100-12-31,STMK,ja,ja,Synopmeldung,59,2001-01-01,2100-12-31,nein
7300,,ANNABERG,15.4,47.883335,840.0,1981-01-01,1989-12-31,NOE,ja,nein,keine Synopmeldung,,,,nein
7400,,SCHWARZAU/GEBIRGE,15.703055,47.803333,612.0,1936-01-01,2000-12-31,NOE,nein,nein,keine Synopmeldung,,,,nein
7500,11382,PUCHBERG/SCHNEEBERG,15.909445,47.790279,580.0,1982-12-01,1998-03-31,NOE,ja,ja,Synopmeldung wurde eingestellt,72,1983-01-01,1998-03-31,nein
7502,,PUCHBERG,15.916667,47.783333,590.0,1949-06-01,1982-12-31,NOE,ja,nein,keine Synopmeldung,72,1949-06-04,1982-12-31,nein
7530,,HOHE WAND/HOCHKOGEL,16.033333,47.816666,932.0,1991-05-01,1993-07-31,NOE,nein,nein,keine Synopmeldung,36,1991-05-01,1993-07-31,nein
7531,11385,HOHE WAND/HOCHKOGELHAUS,16.035,47.822224,936.9,1993-05-01,2100-12-31,NOE,ja,ja,Synopmeldung,36,1993-08-01,2100-12-31,nein
7601,11182,WR.NEUSTADT - FOHLENHOF,16.266666,47.799999,270.0,1971-01-01,1980-03-31,NOE,ja,nein,Synopmeldung wurde eingestellt,112,1971-01-01,1980-03-31,nein
7603,11182,WR.NEUSTADT-FLUGPL.,16.22139,47.840279,285.0,1982-01-01,1993-02-28,NOE,ja,nein,Synopmeldung wurde eingestellt,112,1982-01-01,1993-01-31,nein
7604,11182,WR.NEUSTADT/FLUGPLATZ,16.231388,47.832222,275.0,1992-09-01,2100-12-31,NOE,ja,ja,Synopmeldung,112,1993-02-01,2100-12-31,nein
7606,,WR.NEUSTADT - REBANLAGE,16.266666,47.796665,272.0,1948-09-01,1970-12-31,NOE,nein,nein,keine Synopmeldung,112,1948-09-01,1970-12-31,nein
7609,,WR.NEUSTADT/FLUGPLATZ,16.266666,47.783333,272.0,1943-01-01,1944-09-30,NOE,nein,nein,keine Synopmeldung,,,,nein
7610,11378,GUTENSTEIN/MARIAHILFBERG,15.876111,47.871387,708.9,1996-07-01,2100-12-31,NOE,ja,ja,Synopmeldung,,,,nein
7641,11079,BERNDORF,16.10111,47.939167,337.0,2007-07-01,2100-12-31,NOE,nein,ja,keine Synopmeldung,164,2008-01-01,2100-12-31,nein
7700,11190,EISENSTADT,16.516666,47.849998,210.0,1975-10-01,1988-12-31,BGL,ja,nein,Synopmeldung wurde eingestellt,22,1975-10-01,1988-12-31,nein
7701,11190,EISENSTADT,16.516666,47.849998,195.0,1936-01-01,1975-09-30,BGL,ja,nein,Synopmeldung wurde eingestellt,22,1936-01-01,1975-09-30,nein
7704,11190,EISENSTADT-NORDOST,16.538334,47.854168,184.0,1989-01-01,2100-12-31,BGL,ja,ja,Synopmeldung,22,1989-01-01,2100-12-31,nein
7711,,SEIBERSDORF,16.516666,47.983334,183.0,1961-06-01,1979-10-31,NOE,nein,nein,keine Synopmeldung,197,1961-06-01,1979-10-31,nein
7818,,ILLMITZ,16.768888,47.771111,117.0,1990-12-01,2004-02-29,BGL,ja,ja,keine Synopmeldung,,,,nein
7900,,NEUSIEDL AM SEE,16.866667,47.950001,133.0,1948-01-01,1984-07-31,BGL,ja,nein,keine Synopmeldung,65,1948-01-01,1984-07-31,nein
7901,,NEUSIEDL AM SEE,16.85,47.950001,140.0,1936-01-01,1945-02-28,BGL,ja,nein,keine Synopmeldung,65,1936-01-01,1945-02-28,nein
7906,11194,NEUSIEDL AM SEE,16.841667,47.950832,148.0,2004-08-01,2100-12-31,BGL,ja,ja,Synopmeldung,65,2004-08-01,2017-01-19,nein
7912,11084,PODERSDORF,16.834444,47.866112,116.0,2014-07-22,2100-12-31,BGL,ja,ja,keine Synopmeldung,,,,nein
7955,8989072,ANDAU  alt,17.033333,47.772499,118.0,1995-08-01,2100-12-31,BGL,ja,ja,Synopmeldung wurde eingestellt,218,1995-08-01,2021-06-30,nein
8302,,SULZBERG,9.914722,47.522221,1015.0,2009-01-01,2100-12-31,VBG,nein,nein,keine Synopmeldung,,,,nein
8501,,VILS,10.6,47.566666,835.0,1947-09-01,1977-12-31,TIR,nein,nein,keine Synopmeldung,,,,nein
8900,,KREIT,12.075556,47.541111,625.0,1988-10-01,1996-12-31,TIR,nein,nein,keine Synopmeldung,,,,nein
9001,,KIRCHBICHL,12.083333,47.5,514.0,1936-01-01,1941-03-31,TIR,nein,nein,keine Synopmeldung,212,1936-01-01,1941-03-31,nein
9011,,OBERNDORF/EBBS,12.2,47.616665,474.0,1984-01-01,1996-12-31,TIR,ja,nein,keine Synopmeldung,,,,nein
9110,11131,KOESSEN,12.393888,47.662777,588.0,2008-09-01,2100-12-31,TIR,ja,ja,keine Synopmeldung,,,,nein
9201,,UNKEN,12.723333,47.645,582.0,1989-07-06,1990-06-30,SAL,nein,nein,keine Synopmeldung,99,1989-07-01,1990-06-30,nein
9215,11337,LOFERER ALM,12.646111,47.597778,1619.0,1994-11-01,2100-12-31,SAL,ja,ja,Synopmeldung,,,,nein
9410,,HALLEIN,13.1,47.683334,450.0,1947-05-01,1995-06-30,SAL,nein,nein,keine Synopmeldung,,,,nein
9501,11369,ABTENAU,13.343333,47.566666,709.0,2008-06-01,2100-12-31,SAL,ja,ja,keine Synopmeldung,165,2008-06-25,2100-12-31,nein
9610,11156,BAD ISCHL,13.631667,47.716667,469.0,1968-11-01,2003-10-31,OOE,ja,nein,keine Synopmeldung,132,1968-11-01,2003-10-31,nein
9620,,KRIPPENSTEIN,13.7,47.516666,2050.0,1957-01-01,2008-06-30,OOE,ja,ja,keine Synopmeldung,,,,nein
9801,11157,AIGEN/ENNSTAL,14.138333,47.532776,641.0,1992-08-01,2100-12-31,STMK,ja,ja,Synopmeldung,2,1993-02-01,2100-12-31,nein
9820,,RADING,14.316667,47.733334,640.0,1950-06-01,1951-05-31,OOE,nein,nein,keine Synopmeldung,,,,nein
9902,,ADMONT-KAISERAU,14.466666,47.549999,1120.0,1940-09-01,1955-10-31,STMK,nein,nein,keine Synopmeldung,,,,nein
9906,,ADMONT/STIFT,14.45,47.583332,648.0,1895-07-01,1938-08-31,STMK,nein,nein,keine Synopmeldung,166,1895-07-01,1935-12-31,nein
10000,11160,HIEFLAU,14.75,47.599998,492.0,1936-01-01,1997-04-30,STMK,nein,nein,Synopmeldung wurde eingestellt,35,1936-01-01,1997-04-30,nein
10002,,HIEFLAU,14.738055,47.594444,779.0,1998-01-01,2007-12-31,STMK,nein,nein,keine Synopmeldung,35,1998-01-01,2007-12-31,nein
10005,11199,MOOSLANDL,14.761666,47.647499,530.0,2005-09-16,2100-12-31,STMK,nein,ja,keine Synopmeldung,,,,nein
10010,,JOHNSBACH,14.6,47.533333,840.0,1983-07-01,1983-09-30,STMK,nein,nein,keine Synopmeldung,,,,nein
10100,,EISENERZ,14.9,47.549999,792.0,1981-01-01,1981-12-31,STMK,nein,nein,keine Synopmeldung,,,,nein
10101,,EISENERZ,14.883333,47.549999,737.0,1971-01-01,1976-12-31,STMK,nein,nein,keine Synopmeldung,,,,nein
10111,11161,PRAEBICHL,14.954166,47.521667,1215.0,2000-09-13,2100-12-31,STMK,ja,ja,Synopmeldung,153,2000-09-13,2100-12-31,nein
10300,,KINDBERG,15.448055,47.504166,567.0,1980-05-01,2000-12-31,STMK,nein,nein,keine Synopmeldung,,,,nein
10400,,MUERZZUSCHLAG,15.685833,47.603054,700.0,1948-01-01,2009-03-31,STMK,nein,nein,keine Synopmeldung,167,1948-01-01,2008-12-31,nein
10412,11180,RAX/SEILBAHNBERGSTATION,15.778611,47.717499,1547.0,1995-05-01,2100-12-31,NOE,ja,ja,Synopmeldung,,,,nein
10415,11383,SEMMERING,15.828333,47.633335,988.0,1998-11-01,2100-12-31,NOE,ja,ja,Synopmeldung,88,1998-11-01,2100-12-31,nein
10416,,SEMMERING/SUEDBAHN-HOTEL,15.833333,47.633335,1000.0,1936-01-01,1978-03-31,NOE,nein,nein,keine Synopmeldung,88,1936-01-01,1978-03-31,nein
10417,,SEMMERING/PANHANS,15.816667,47.633335,1035.0,1941-12-01,1945-01-31,NOE,nein,nein,keine Synopmeldung,,,,nein
10500,11185,MOENICHKIRCHEN,16.033333,47.511112,991.0,1983-07-01,2100-12-31,NOE,ja,ja,Synopmeldung,63,1983-07-01,2100-12-31,nein
10502,11185,MOENICHKIRCHEN,16.049999,47.5,980.0,1954-08-01,1983-06-30,NOE,ja,ja,Synopmeldung wurde eingestellt,63,1954-08-01,1983-06-30,nein
10505,,SEMMERING-MARIA SCHUTZ,15.85,47.633335,855.0,1981-09-01,1984-12-31,NOE,nein,nein,keine Synopmeldung,,,,nein
10508,,BREITENSTEIN,15.836111,47.663612,825.0,1988-01-01,2007-02-28,NOE,nein,nein,keine Synopmeldung,,,,nein
10510,11380,REICHENAU/RAX,15.836945,47.699722,488.0,1982-09-16,2100-12-31,NOE,ja,ja,Synopmeldung,80,1983-01-01,2100-12-31,nein
10530,,POTTSCHACH,16.008333,47.701389,415.0,1961-04-01,2007-12-31,NOE,nein,nein,keine Synopmeldung,169,1961-04-01,2007-12-31,nein
10531,11381,POTTSCHACH,16.008055,47.700832,416.0,2007-07-01,2100-12-31,NOE,ja,ja,keine Synopmeldung,169,2008-01-01,2100-12-31,nein
10550,11384,HIRSCHENKOGEL,15.833333,47.623333,1318.0,1994-08-01,2100-12-31,NOE,ja,ja,Synopmeldung,,,,nein
10600,,ASPANG,16.092777,47.551945,498.0,1970-08-01,2007-12-31,NOE,nein,nein,keine Synopmeldung,170,1970-08-01,2007-12-31,nein
10601,,WIESMATH,16.287222,47.598057,700.0,1982-07-01,2007-12-31,NOE,nein,nein,keine Synopmeldung,,,,nein
10603,,ASPANG,16.1,47.549999,498.0,1948-04-23,1970-07-31,NOE,nein,nein,keine Synopmeldung,170,1948-04-01,1970-07-31,nein
10607,11188,ASPANG,16.101389,47.575001,454.0,2007-11-27,2100-12-31,NOE,ja,ja,keine Synopmeldung,170,2008-01-01,2100-12-31,nein
10701,,OBERPULLENDORF,16.5,47.5,240.0,1948-01-01,1988-12-31,BGL,nein,nein,keine Synopmeldung,,,,nein
10710,11189,MATTERSBURG,16.389166,47.744999,283.9,2007-11-27,2100-12-31,BGL,ja,ja,Synopmeldung wurde eingestellt,,,,nein
10800,,DEUTSCHKREUTZ,16.633055,47.610279,192.0,1948-01-01,1996-12-31,BGL,nein,nein,keine Synopmeldung,,,,nein
11100,11101,BREGENZ,9.75,47.5,436.0,1936-01-01,1985-12-31,VBG,nein,nein,Synopmeldung wurde eingestellt,15,1936-01-01,1985-11-30,nein
11102,11101,BREGENZ,9.746111,47.499168,424.0,1984-04-01,2100-12-31,VBG,ja,nein,Synopmeldung wurde eingestellt,15,1985-12-01,2007-12-31,nein
11104,11101,BREGENZ,9.746111,47.499168,424.0,1993-01-01,2100-12-31,VBG,ja,ja,Synopmeldung,15,2008-01-01,2100-12-31,nein
11105,,FRAXERN,9.673333,47.315277,809.0,1984-12-01,2003-12-31,VBG,nein,nein,keine Synopmeldung,133,1984-12-01,2003-12-31,nein
11106,11104,FRAXERN,9.674444,47.314167,807.0,2003-07-01,2100-12-31,VBG,ja,ja,keine Synopmeldung,133,2004-01-01,2100-12-31,nein
11108,,FUSSACH,9.666667,47.483334,400.0,1956-04-01,1967-12-31,VBG,ja,nein,keine Synopmeldung,,,,nein
11110,11105,FELDKIRCH,9.6,47.266666,439.0,1895-07-01,1994-12-31,VBG,ja,ja,Synopmeldung wurde eingestellt,24,1895-07-01,1994-12-31,nein
11112,11302,DORNBIRN,9.725555,47.432499,407.0,1992-04-01,2100-12-31,VBG,ja,ja,Synopmeldung,171,1992-04-01,2100-12-31,nein
11115,11105,FELDKIRCH,9.609722,47.271111,438.4,1993-10-01,2100-12-31,VBG,ja,ja,Synopmeldung,24,1995-01-01,2100-12-31,nein
11120,,HOHENEMS,9.7,47.366665,411.0,1978-06-01,1983-07-31,VBG,nein,nein,keine Synopmeldung,,,,nein
11130,,VIKTORSBERG,9.683333,47.299999,820.0,1950-04-01,1955-12-31,VBG,ja,nein,keine Synopmeldung,,,,nein
11135,11301,ALBERSCHWENDE,9.848611,47.4575,715.0,1995-11-01,2100-12-31,VBG,ja,ja,Synopmeldung,,1995-11-01,2100-12-31,nein
11146,11299,ROHRSPITZ,9.63,47.497223,395.0,2008-07-23,2100-12-31,VBG,nein,ja,keine Synopmeldung,,,,nein
11200,,SCHOPPERNAU,10.018611,47.311111,835.0,1948-01-01,2100-12-31,VBG,nein,nein,keine Synopmeldung,172,1948-01-01,2007-12-31,nein
11201,,HITTISAU,9.95,47.450001,790.0,1984-12-01,1998-12-31,VBG,nein,nein,keine Synopmeldung,216,1984-12-01,1998-12-31,nein
11203,11303,SCHOPPERNAU,10.017777,47.31139,839.0,2007-08-01,2100-12-31,VBG,ja,ja,keine Synopmeldung,172,2008-01-01,2100-12-31,nein
11205,,HITTISAU,9.953333,47.463055,792.0,1999-01-01,2008-12-31,VBG,nein,nein,keine Synopmeldung,216,1999-01-01,2008-12-31,nein
11300,11306,SCHROECKEN,10.085278,47.263054,1263.0,1895-01-01,2100-12-31,VBG,nein,nein,Synopmeldung wurde eingestellt,173,1895-10-01,2007-11-30,nein
11301,11306,SCHROECKEN,10.086111,47.261665,1244.0,2007-11-27,2100-12-31,VBG,ja,ja,Synopmeldung,173,2007-12-01,2100-12-31,nein
11305,11308,WARTH,10.186111,47.255833,1478.0,1984-12-01,2100-12-31,VBG,ja,ja,Synopmeldung,,,,nein
11306,,WARTH,10.185555,47.256943,1475.0,2008-09-01,2100-12-31,VBG,nein,nein,keine Synopmeldung,,,,nein
11310,,MITTELBERG/WALSERTAL,10.162778,47.334721,1195.0,1994-06-01,1995-12-31,VBG,nein,nein,keine Synopmeldung,174,1994-06-01,1995-12-31,nein
11311,11187,MITTELBERG,10.1525,47.323334,1204.0,2009-06-01,2100-12-31,VBG,ja,ja,keine Synopmeldung,174,2009-06-01,2100-12-31,nein
11400,,HOLZGAU,10.349167,47.262501,1100.0,1936-01-01,2005-09-30,TIR,nein,nein,keine Synopmeldung,146,1936-01-01,2005-09-30,nein
11401,,HOLZGAU,10.342222,47.262501,1080.0,2005-09-17,2100-12-31,TIR,nein,nein,keine Synopmeldung,146,2005-10-01,2007-12-31,nein
11402,11315,HOLZGAU,10.338611,47.2575,1092.0,2007-08-04,2100-12-31,TIR,ja,ja,Synopmeldung,146,2008-01-01,2100-12-31,nein
11410,11111,TANNHEIM,10.505834,47.500278,1100.0,2008-09-01,2100-12-31,TIR,ja,ja,Synopmeldung,,,,nein
11500,,REUTTE,10.75,47.5,870.0,1936-01-01,1994-07-31,TIR,nein,nein,Synopmeldung wurde eingestellt,76,1936-01-01,1994-07-31,nein
11505,11314,REUTTE,10.715278,47.494446,841.8,1994-07-01,2100-12-31,TIR,ja,ja,Synopmeldung,76,1994-08-01,2100-12-31,nein
11506,11116,REUTTE,10.715278,47.494999,850.0,2008-09-01,2100-12-31,TIR,nein,nein,Synopmeldung,,2008-09-01,2100-12-31,nein
11600,,EHRWALD,10.916667,47.400002,998.0,1972-08-01,1987-10-31,TIR,nein,nein,keine Synopmeldung,20,1972-08-01,1987-10-31,nein
11601,,EHRWALD,10.928333,47.406944,1030.0,1987-11-01,2001-03-31,TIR,nein,nein,keine Synopmeldung,20,1987-11-01,2001-03-31,nein
11602,,EHRWALD,10.920278,47.404724,960.0,2001-04-01,2100-12-31,TIR,nein,nein,keine Synopmeldung,20,2001-04-01,2007-12-31,nein
11603,11118,EHRWALD,10.92,47.404167,982.0,2007-10-18,2100-12-31,TIR,ja,ja,keine Synopmeldung,20,2008-01-01,2100-12-31,nein
11700,11119,SEEFELD,11.166667,47.333332,1200.0,1948-05-01,1994-04-30,TIR,nein,nein,Synopmeldung wurde eingestellt,87,1948-05-01,1994-04-30,nein
11705,11119,SEEFELD,11.166667,47.333332,1200.0,1994-05-01,1997-05-31,TIR,nein,nein,Synopmeldung wurde eingestellt,87,1994-05-01,1997-05-31,nein
11706,11119,SEEFELD,11.175555,47.324722,1181.9,1997-05-15,2100-12-31,TIR,ja,ja,Synopmeldung,87,1997-06-01,2100-12-31,nein
11800,11120,INNSBRUCK-FLUGPLATZ,11.355278,47.258888,579.0,1951-06-01,2100-12-31,TIR,nein,ja,Synopmeldung wurde eingestellt,175,1951-06-01,2007-12-31,nein
11801,,INNSBRUCK-UNIV.,11.385,47.260555,577.0,1877-01-01,1986-12-31,TIR,ja,ja,keine Synopmeldung,39,1877-01-01,1986-12-31,nein
11803,11320,INNSBRUCK-UNIV.,11.384167,47.259998,578.0,1986-09-01,2100-12-31,TIR,ja,ja,keine Synopmeldung,39,1987-01-01,2100-12-31,nein
11804,11120,INNSBRUCK-FLUGPLATZ,11.356667,47.259998,578.0,1992-07-01,2100-12-31,TIR,ja,ja,Synopmeldung,175,2008-01-01,2100-12-31,nein
11810,,HAFELEKAR,11.383333,47.316666,2261.0,1938-01-01,1951-09-30,TIR,nein,nein,keine Synopmeldung,,,,nein
11900,,JENBACH,11.75,47.383335,530.0,1955-04-01,1994-06-30,TIR,ja,nein,keine Synopmeldung,42,1955-04-01,1994-06-30,nein
11901,11325,JENBACH,11.758056,47.388889,530.0,1994-07-01,2021-10-22,TIR,ja,ja,Synopmeldung,42,1994-07-01,2021-10-22,nein
11902,,ROTHOLZ,11.8,47.388611,543.0,1936-01-01,1954-04-30,TIR,nein,nein,keine Synopmeldung,,,,nein
11903,,JENBACH,11.755278,47.389999,530.0,2009-01-01,2100-12-31,TIR,nein,nein,keine Synopmeldung,42,2021-10-23,2100-12-31,nein
11910,,PERTISAU,11.701111,47.443611,936.0,1951-05-01,1987-12-31,TIR,ja,nein,keine Synopmeldung,,,,nein
12000,,RATTENBERG/RADFELD,11.9,47.433334,525.0,1977-06-01,1981-06-30,TIR,nein,nein,keine Synopmeldung,211,1977-06-01,1981-06-30,nein
12010,,RATTENBERG/RADFELD,11.9,47.444721,514.0,1986-05-01,1995-12-31,TIR,nein,nein,keine Synopmeldung,211,1986-07-01,1995-12-31,nein
12015,11125,ALPBACH,11.940278,47.396946,929.0,2007-11-27,2100-12-31,TIR,ja,ja,keine Synopmeldung,,,,nein
12016,,ALPBACH,11.940556,47.396389,930.0,2009-01-01,2100-12-31,TIR,nein,nein,keine Synopmeldung,,,,nein
12020,,KALTENBACH,11.875556,47.298332,560.0,1993-05-17,1995-12-31,TIR,nein,nein,keine Synopmeldung,,,,nein
12200,,KITZBUEHEL,12.394444,47.441666,763.0,1978-08-01,2001-06-30,TIR,nein,nein,keine Synopmeldung,118,1978-08-01,2001-06-30,nein
12201,,KITZBUEHEL,12.358334,47.459721,791.0,2001-07-01,2016-06-13,TIR,nein,nein,keine Synopmeldung,118,2001-07-01,2007-01-31,nein
12202,11336,KITZBUEHEL,12.394167,47.447224,746.1,2007-01-01,2014-03-21,TIR,ja,ja,Synopmeldung wurde eingestellt,118,2007-02-01,2014-03-20,nein
12203,11279,KITZBUEHEL,12.389167,47.44389,772.0,2014-11-18,2100-12-31,TIR,ja,ja,keine Synopmeldung,118,2014-11-18,2100-12-31,nein
12205,,KITZBUEHLER HORN,12.433333,47.483334,1970.0,1957-06-07,1966-07-31,TIR,nein,nein,keine Synopmeldung,,,,nein
12206,,KITZBUEHEL,12.383333,47.450001,790.0,1936-01-01,1951-10-31,TIR,ja,nein,keine Synopmeldung,118,1936-01-01,1951-10-31,nein
12207,,KITZBUEHEL,12.366667,47.466667,783.0,1957-06-07,1974-10-31,TIR,ja,nein,keine Synopmeldung,118,1957-06-07,1974-10-31,nein
12210,11135,HAHNENKAMM,12.366667,47.433334,1665.0,1938-01-01,1967-04-30,TIR,ja,nein,Synopmeldung wurde eingestellt,176,1938-01-01,1967-04-30,nein
12212,11135,HAHNENKAMM-EHRENBACHHOEHE,12.366667,47.416668,1760.0,1968-08-01,1975-05-31,TIR,ja,nein,Synopmeldung wurde eingestellt,176,1968-08-01,1975-05-31,nein
12215,11135,HAHNENKAMM-EHRENBACHHOEHE,12.359167,47.418335,1793.8,1992-11-12,2100-12-31,TIR,ja,ja,Synopmeldung wurde eingestellt,176,1992-11-13,2100-12-31,nein
12220,,UTTENDORF,12.569167,47.262779,803.0,1961-09-01,2008-10-31,SAL,nein,nein,keine Synopmeldung,177,1961-09-01,2008-10-31,nein
12300,,SAALBACH,12.643056,47.392223,1022.0,1975-11-01,1992-05-31,SAL,ja,nein,keine Synopmeldung,83,1975-11-01,1992-05-31,nein
12301,11366,SAALBACH,12.689167,47.378334,1022.0,1992-06-01,2008-12-31,SAL,ja,nein,Synopmeldung wurde eingestellt,83,1992-06-01,2008-12-31,nein
12302,11366,SAALBACH,12.648334,47.387779,975.0,2008-09-30,2100-12-31,SAL,ja,ja,Synopmeldung,83,2009-01-01,2100-12-31,nein
12311,11340,SCHMITTENHOEHE,12.738055,47.328609,1956.0,1983-10-01,2100-12-31,SAL,ja,ja,Synopmeldung,85,1983-10-01,2100-12-31,nein
12321,,SONNENALM,12.766666,47.333332,1386.0,1958-10-01,1964-02-29,SAL,nein,nein,keine Synopmeldung,,,,nein
12350,,HOCHFILZEN,12.632222,47.473057,1000.0,2001-09-01,2004-12-31,TIR,nein,nein,keine Synopmeldung,178,2001-09-01,2004-12-31,nein
12410,,SAALFELDEN,12.85,47.433334,818.0,1968-06-01,1978-10-31,SAL,nein,nein,keine Synopmeldung,84,1968-06-01,1978-10-31,nein
12501,,BISCHOFSHOFEN,13.216666,47.416668,556.0,1936-01-01,1962-12-31,SAL,nein,nein,keine Synopmeldung,14,1936-01-01,1962-12-31,nein
12510,,SCHWARZACH,13.133333,47.316666,600.0,1963-04-01,1989-06-30,SAL,nein,nein,keine Synopmeldung,,,,nein
12609,,RADSTADT,13.466666,47.383335,880.0,1948-01-01,1961-05-31,SAL,nein,nein,keine Synopmeldung,73,1948-01-01,1961-05-31,nein
12620,,WAGRAIN,13.305,47.333611,880.0,1988-12-01,1999-11-30,SAL,nein,nein,keine Synopmeldung,,,,nein
12805,,ST.NIKOLAI,14.05,47.316666,1110.0,1966-11-01,1969-05-01,STMK,nein,nein,keine Synopmeldung,,,,nein
13010,,PUSTERWALD,14.375278,47.308056,1070.0,1978-01-01,2007-12-31,STMK,nein,nein,keine Synopmeldung,,,,nein
13110,,SECKAU,14.783334,47.283333,874.0,1895-01-01,1996-06-30,STMK,nein,nein,keine Synopmeldung,124,1895-01-01,1996-06-30,nein
13250,11174,ST.MICHAEL B. LEOBEN,15.005,47.335556,570.0,1984-09-01,2013-05-13,STMK,ja,ja,Synopmeldung wurde eingestellt,,,,nein
13300,11175,BRUCK/MUR,15.266666,47.416668,489.0,1895-01-01,1984-12-31,STMK,ja,nein,Synopmeldung wurde eingestellt,17,1895-01-01,1984-12-31,nein
13305,11370,KAPFENBERG,15.298333,47.445835,504.7,1997-03-01,2018-05-23,STMK,ja,ja,Synopmeldung wurde eingestellt,217,1997-03-01,2018-05-22,nein
13308,11249,FROHNLEITEN,15.315,47.255554,421.0,2008-09-01,2100-12-31,STMK,ja,ja,keine Synopmeldung,,,,nein
13701,,BERNSTEIN,16.260555,47.405277,600.0,1990-03-01,2007-12-31,BGL,nein,nein,keine Synopmeldung,13,1990-03-01,2007-12-31,nein
13805,11397,HIRSCHENSTEIN,16.379168,47.345276,858.9,2007-02-01,2014-09-16,BGL,ja,ja,Synopmeldung wurde eingestellt,,,,nein
13906,11393,LUTZMANNSBURG,16.660555,47.464169,201.0,1995-11-01,2000-05-31,BGL,ja,ja,Synopmeldung wurde eingestellt,58,1995-11-01,2000-05-31,nein
14104,11102,BLUDENZ,9.823611,47.154167,564.8,2007-08-01,2015-09-09,VBG,nein,ja,Synopmeldung wurde eingestellt,181,2007-08-01,2015-09-09,nein
14106,,BLUDENZ,9.833333,47.150002,570.0,1936-01-01,1940-03-31,VBG,nein,nein,keine Synopmeldung,181,1936-01-01,1940-03-31,nein
14110,,LAZ,9.816667,47.183334,900.0,1976-07-01,1990-03-31,VBG,nein,nein,keine Synopmeldung,,,,nein
14111,,MUTTERSBERG-MADEISA,9.825277,47.180557,1384.0,1990-04-01,1992-08-31,VBG,nein,nein,Synopmeldung wurde eingestellt,,,,nein
14130,,MUTTERSBERG,9.825277,47.180557,1384.0,1959-10-01,1972-03-31,VBG,ja,nein,keine Synopmeldung,,,,nein
14200,,VANDANS,9.864445,47.089443,670.0,1977-07-01,2008-05-31,VBG,ja,ja,keine Synopmeldung,,,,nein
14300,11109,ST.ANTON AM ARLBERG,10.270278,47.136112,1298.0,1957-01-01,2002-03-31,TIR,nein,nein,Synopmeldung wurde eingestellt,119,1957-01-01,2002-03-31,nein
14303,,ST.ANTON AM ARLBERG,10.266666,47.133335,1305.0,1938-02-01,1943-02-28,TIR,nein,nein,keine Synopmeldung,119,1938-02-01,1943-02-28,nein
14310,,LANGEN AM ARLBERG,10.124722,47.134998,1270.0,1895-07-01,2100-12-31,VBG,nein,nein,keine Synopmeldung,,,,nein
14400,11112,LANDECK,10.566667,47.133335,818.0,1946-02-01,1986-04-30,TIR,nein,nein,Synopmeldung wurde eingestellt,50,1946-02-01,1986-03-31,nein
14500,,HOCHSERFAUS,10.6,47.033333,1815.0,1935-01-01,1988-12-31,TIR,ja,ja,keine Synopmeldung,,,,nein
14512,,IMST,10.741111,47.24889,860.0,1987-12-01,2100-12-31,TIR,nein,nein,keine Synopmeldung,38,1987-12-17,2007-12-31,nein
14515,,RIED IN TIROL,10.65,47.049999,826.0,1933-10-01,1945-02-28,TIR,nein,nein,keine Synopmeldung,,,,nein
14602,,HAIMING,10.879167,47.25861,663.0,2000-06-01,2100-12-31,TIR,nein,nein,keine Synopmeldung,126,2000-10-01,2007-08-01,nein
14610,,KUEHTAI,11.013333,47.208332,1970.0,1976-06-01,1999-12-31,TIR,nein,nein,keine Synopmeldung,,,,nein
14621,,ST.LEONHARD-NEURUR,10.864445,47.022221,1462.0,1983-01-01,2100-12-31,TIR,nein,nein,keine Synopmeldung,210,1983-01-01,2007-12-31,nein
14631,11117,UMHAUSEN,10.928889,47.139168,1035.0,2003-07-01,2100-12-31,TIR,nein,ja,keine Synopmeldung,136,2003-10-01,2100-12-31,nein
