id,Synopstationsnummer,Stationsname,Länge [°E],Breite [°N],Höhe [m],Startdatum,Enddatum,Bundesland,Sonnenschein,Globalstrahlung,Synop,Verknüpfungsnummer,Startdatum Teilzeitreihe,Enddatum Teilzeitreihe,zusammengesetzt
14801,11128,BRENNER,11.513333,47.005554,1445.0,1992-10-01,2015-01-31,TIR,ja,ja,Synopmeldung wurde eingestellt,16,1993-01-01,2007-11-30,nein
14807,,PATSCHERKOFEL,11.459444,47.216667,2050.0,1946-06-01,1954-12-31,TIR,nein,nein,keine Synopmeldung,196,1946-06-01,1954-12-29,nein
14812,11126,PATSCHERKOFEL,11.462222,47.208889,2251.0,1993-08-01,2100-12-31,TIR,ja,ja,Synopmeldung,196,2008-01-01,2100-12-31,nein
14822,11123,RINN,11.503889,47.249168,924.0,2007-11-01,2100-12-31,TIR,ja,ja,keine Synopmeldung,127,2008-01-01,2100-12-31,nein
14825,11326,SCHMIRN,11.580277,47.087223,1464.0,2004-11-01,2100-12-31,TIR,nein,ja,keine Synopmeldung,,,,nein
15000,,MAYRHOFEN,11.85,47.150002,643.0,1936-01-01,1992-09-30,TIR,nein,nein,keine Synopmeldung,61,1936-01-01,1992-08-31,nein
15001,11322,MAYRHOFEN,11.850555,47.159443,643.0,1992-09-01,2100-12-31,TIR,ja,ja,keine Synopmeldung,61,1992-09-01,2007-08-31,nein
15100,11136,KRIMML,12.183333,47.233334,1062.0,1953-06-01,1979-09-30,SAL,nein,nein,Synopmeldung wurde eingestellt,47,1953-06-15,1979-09-30,nein
15320,11138,RUDOLFSHUETTE,12.616667,47.133335,2304.0,1980-06-01,1992-11-30,SAL,ja,nein,Synopmeldung wurde eingestellt,82,1980-06-01,1992-11-30,nein
15330,,SCHNEIDERAU,12.6,47.200001,1041.0,1961-06-01,1980-12-31,SAL,nein,nein,keine Synopmeldung,,,,nein
15340,,KALS,12.65,47.0,1347.0,1951-05-01,1984-06-30,TIR,nein,nein,keine Synopmeldung,43,1951-05-01,1984-06-30,nein
15343,,KALS,12.646111,47.003334,1338.0,1993-05-01,2007-12-31,TIR,nein,nein,keine Synopmeldung,43,1993-05-01,2007-07-31,nein
15401,,RAURIS,12.983334,47.25,916.0,1989-07-01,1993-12-31,SAL,ja,nein,keine Synopmeldung,78,1989-07-01,1993-05-31,nein
15410,11146,SONNBLICK,12.9575,47.054165,3109.0,1886-10-01,2008-12-31,SAL,ja,ja,Synopmeldung wurde eingestellt,213,1886-01-01,2008-12-31,nein
15430,11344,KOLM SAIGURN,12.984722,47.069443,1626.0,1995-11-01,2100-12-31,SAL,ja,ja,keine Synopmeldung,,,,nein
15500,11145,BAD GASTEIN,13.133333,47.116665,1100.0,1976-07-01,1995-10-31,SAL,ja,nein,Synopmeldung wurde eingestellt,7,1976-07-01,1995-10-31,nein
15505,,BAD HOFGASTEIN,13.105556,47.171944,850.0,1984-05-01,1995-08-31,SAL,ja,nein,keine Synopmeldung,,,,nein
15610,11149,OBERTAUERN,13.559722,47.24889,1772.0,1995-01-01,2100-12-31,SAL,ja,ja,Synopmeldung,68,1995-01-01,2100-12-31,nein
15701,11148,ST.MICHAEL/LUNGAU,13.631667,47.095001,1049.0,1988-07-01,2008-11-30,SAL,ja,nein,Synopmeldung wurde eingestellt,92,1988-07-01,2008-10-31,nein
15707,,TAMSWEG,13.8,47.116665,1019.0,1943-01-01,1956-10-31,SAL,nein,nein,Synopmeldung wurde eingestellt,98,1943-01-01,1956-10-31,nein
15710,,TAMSWEG,13.81,47.124722,1012.0,1983-03-01,1998-05-31,SAL,nein,nein,keine Synopmeldung,98,1983-03-01,1998-05-06,nein
15715,11349,KATSCHBERG,13.614722,47.060555,1635.0,1998-10-01,2100-12-31,KNT,ja,ja,Synopmeldung,,,,nein
15900,,OBERWOELZ,14.283055,47.201111,810.0,1936-01-01,2001-04-30,STMK,ja,nein,keine Synopmeldung,182,1936-01-01,2001-04-30,nein
15906,,KRAKAUEBENE/TERRASSE,13.952222,47.187222,1310.0,2000-07-01,2001-12-31,STMK,nein,ja,keine Synopmeldung,,,,nein
15911,11163,STOLZALPE,14.185833,47.121666,1215.0,2000-05-01,2004-06-30,STMK,ja,nein,Synopmeldung wurde eingestellt,97,2000-05-01,2004-06-30,nein
16001,,NEUMARKT,14.416667,47.083332,881.0,1936-01-01,1971-12-31,STMK,nein,nein,keine Synopmeldung,64,1936-01-01,1971-12-31,nein
16009,,ZIRBITZKOGEL,14.566667,47.066666,2386.0,1950-09-01,1956-02-29,STMK,nein,nein,keine Synopmeldung,,,,nein
16015,11220,NEUMARKT,14.424723,47.069721,869.0,1993-08-01,2100-12-31,STMK,ja,ja,Synopmeldung,64,1993-08-01,2100-12-31,nein
16300,,LOBMING,15.178333,47.043056,414.0,1961-01-01,2007-12-31,STMK,nein,nein,keine Synopmeldung,,,,nein
16400,11240,GRAZ-FLUGHAFEN,15.44,46.980556,340.0,1950-01-01,2100-12-31,STMK,ja,ja,Synopmeldung,,,,nein
16401,,GRAZ-MESSENDORFBERG,15.489722,47.046944,435.0,1972-12-01,2001-08-16,STMK,ja,nein,keine Synopmeldung,,,,nein
16402,,GRAZ-UNIVERSITAET,15.447778,47.079723,366.0,1894-01-01,1988-05-31,STMK,ja,nein,keine Synopmeldung,30,1894-01-01,1988-05-31,nein
16412,11290,GRAZ-UNIVERSITAET,15.448889,47.077778,367.0,1988-06-01,2100-12-31,STMK,ja,ja,Synopmeldung,30,1988-06-01,2100-12-31,nein
16413,11238,GRAZ/STRASSGANG,15.410277,47.046112,357.0,2007-11-01,2100-12-31,STMK,ja,ja,Synopmeldung wurde eingestellt,,,,nein
16420,11241,SCHOECKL,15.468056,47.198612,1436.0,1928-01-01,1992-12-31,STMK,ja,nein,Synopmeldung wurde eingestellt,86,1928-01-01,1992-12-31,nein
16421,11241,SCHOECKL,15.466389,47.198612,1443.0,1992-12-01,2100-12-31,STMK,ja,ja,Synopmeldung,86,1993-01-01,2100-12-31,nein
16440,,SEMRIACH,15.4,47.216667,720.0,1971-01-01,1976-12-31,STMK,ja,nein,keine Synopmeldung,,,,nein
16500,,GLEISDORF,15.710834,47.113335,375.0,1961-01-01,2007-12-31,STMK,nein,nein,keine Synopmeldung,200,1961-01-01,2007-12-31,nein
16501,11247,GLEISDORF,15.708055,47.115555,377.0,2007-06-01,2100-12-31,STMK,nein,ja,keine Synopmeldung,200,2008-01-01,2100-12-31,nein
16520,,WEIZ,15.635555,47.218613,465.0,1944-01-01,2007-12-31,STMK,nein,nein,keine Synopmeldung,201,1944-01-01,2007-11-30,nein
16521,11243,WEIZ,15.634444,47.218334,465.7,2007-06-01,2014-04-07,STMK,nein,ja,Synopmeldung wurde eingestellt,201,2007-12-01,2013-05-31,nein
16600,,FUERSTENFELD,16.081667,47.031113,271.0,1936-01-01,2007-06-30,STMK,nein,nein,keine Synopmeldung,154,1936-01-01,2007-06-30,nein
16601,11246,FUERSTENFELD,16.080833,47.030834,271.0,2007-07-01,2100-12-31,STMK,ja,ja,keine Synopmeldung,154,2007-07-01,2100-12-31,nein
16700,,GUESSING,16.333334,47.066666,240.0,1948-01-01,1982-10-31,BGL,nein,nein,keine Synopmeldung,183,1948-01-01,1982-10-31,nein
16701,,GERERSDORF B.GUESSING,16.237223,47.071667,280.0,1983-07-01,1995-12-31,BGL,nein,nein,keine Synopmeldung,,,,nein
16702,11198,GUESSING,16.321945,47.0625,215.3,2008-07-01,2100-12-31,BGL,ja,ja,keine Synopmeldung,183,2008-07-01,2100-12-31,nein
16710,,WOERTERBERG,16.098333,47.227222,400.0,1929-07-01,2007-12-31,BGL,nein,nein,keine Synopmeldung,202,1929-07-01,2007-12-31,nein
16711,11392,WOERTERBERG,16.096666,47.226112,404.0,2007-07-01,2100-12-31,BGL,ja,ja,keine Synopmeldung,202,2008-01-01,2100-12-31,nein
16800,11192,KLEINZICKEN,16.335556,47.2075,265.0,1993-01-01,2100-12-31,BGL,ja,ja,Synopmeldung,49,1993-05-01,2100-12-31,nein
16802,11192,KLEINZICKEN,16.333334,47.216667,267.0,1978-01-01,1993-04-30,BGL,ja,nein,Synopmeldung wurde eingestellt,49,1978-01-01,1993-04-30,nein
16900,,OBERVERMUNT,10.083333,46.916668,2040.0,1963-10-01,1996-08-31,VBG,nein,nein,keine Synopmeldung,,,,nein
16910,,PARTENEN,10.05,46.966667,1028.0,1963-10-01,2021-04-01,VBG,nein,nein,keine Synopmeldung,,,,nein
16920,,GARGELLEN,9.916667,46.966667,1474.0,1935-01-01,1962-09-30,VBG,ja,nein,keine Synopmeldung,,,,nein
17001,,GALTUER,10.193611,46.964443,1648.0,1989-04-01,1996-11-30,TIR,nein,nein,keine Synopmeldung,28,1989-04-01,1996-11-30,nein
17002,11312,GALTUER,10.185555,46.968056,1587.0,1996-11-01,2100-12-31,TIR,ja,ja,Synopmeldung,28,1996-12-01,2100-12-31,nein
17003,,GALTUER,10.189167,46.964443,1615.0,2012-06-01,2100-12-31,TIR,nein,nein,keine Synopmeldung,,,,nein
17006,,ISCHGL-IDALPE,10.317223,46.981945,2323.0,2009-01-01,2100-12-31,TIR,nein,nein,keine Synopmeldung,,,,nein
17100,,NAUDERS,10.5,46.900002,1360.0,1958-06-01,2002-05-31,TIR,ja,nein,keine Synopmeldung,121,1958-06-01,2001-05-31,nein
17101,,NAUDERS,10.5,46.900002,1360.0,2002-06-01,2004-07-31,TIR,nein,nein,keine Synopmeldung,121,2001-06-01,2004-07-31,nein
17102,11113,NAUDERS,10.496944,46.891109,1330.2,2004-06-01,2100-12-31,TIR,nein,ja,Synopmeldung,121,2004-08-01,2100-12-31,nein
17300,11127,OBERGURGL,11.027223,46.8675,1938.0,1953-01-01,1998-12-31,TIR,ja,nein,Synopmeldung wurde eingestellt,66,1953-01-01,1998-12-31,nein
17301,11127,OBERGURGL,11.024445,46.866943,1941.0,1999-01-01,2100-12-31,TIR,ja,ja,Synopmeldung,66,1999-01-01,2100-12-31,nein
17305,,VENT,10.933333,46.866665,1908.0,1940-01-01,1977-12-31,TIR,ja,nein,keine Synopmeldung,,,,nein
17310,,PITZTALER GLETSCHER,10.883333,46.933334,2850.0,1989-03-01,1994-04-16,TIR,nein,nein,keine Synopmeldung,184,1989-03-01,1993-12-31,nein
17315,11316,PITZTALER GLETSCHER,10.879167,46.926945,2863.9,1994-01-01,2100-12-31,TIR,ja,ja,Synopmeldung,184,1994-01-01,2100-12-31,nein
17320,11318,BRUNNENKOGEL,10.861667,46.912777,3437.0,2003-07-01,2100-12-31,TIR,nein,nein,Synopmeldung,,,,nein
17700,,ST.JAKOB/DEF.,12.354445,46.917221,1385.0,1938-01-01,2007-10-31,TIR,nein,nein,keine Synopmeldung,185,1938-01-01,2007-08-31,nein
17701,11300,ST.JAKOB/DEF.,12.353889,46.916943,1383.0,2007-07-07,2100-12-31,TIR,ja,ja,keine Synopmeldung,185,2007-09-01,2100-12-31,nein
17900,11204,LIENZ,12.783334,46.816666,668.0,1880-01-01,1985-11-30,TIR,ja,ja,Synopmeldung wurde eingestellt,55,1880-01-01,1985-11-30,nein
17901,11204,LIENZ,12.806389,46.825554,661.4,1985-12-01,2100-12-31,TIR,ja,ja,Synopmeldung,55,1985-12-01,2100-12-31,nein
18000,,DOELLACH-SAGRITZ,12.903611,46.958611,1071.0,1977-06-01,2004-05-31,KNT,nein,nein,keine Synopmeldung,137,1977-06-01,2004-05-31,nein
18001,11206,DOELLACH,12.9025,46.958057,1071.0,2004-05-01,2100-12-31,KNT,ja,ja,Synopmeldung wurde eingestellt,137,2004-06-01,2100-12-31,nein
18002,,DOELLACH/MOELLTAL,12.9,46.966667,1024.0,1926-08-01,1976-08-31,KNT,nein,nein,keine Synopmeldung,137,1926-08-01,1976-08-31,nein
18010,,ISELSBERG,12.858055,46.855556,1190.0,1979-09-01,2007-12-31,KNT,nein,nein,keine Synopmeldung,,,,nein
18100,,KOLBNITZ,13.312222,46.873055,603.0,1953-05-01,2001-12-31,KNT,nein,nein,keine Synopmeldung,,,,nein
18120,,OBERVELLACH,13.233334,46.933334,778.0,1970-09-01,1981-12-31,KNT,ja,nein,keine Synopmeldung,69,1970-09-01,1981-12-31,nein
18122,11262,OBERVELLACH,13.194445,46.935276,688.0,2014-07-01,2100-12-31,KNT,ja,ja,keine Synopmeldung,69,2015-01-01,2100-12-31,nein
18200,,LITZLHOF,13.433333,46.833332,580.0,1961-01-01,1992-10-31,KNT,ja,nein,keine Synopmeldung,,,,nein
18300,11211,RADENTHEIN,13.7,46.783333,685.0,1958-11-01,1998-07-31,KNT,nein,nein,Synopmeldung wurde eingestellt,128,1958-11-01,1998-07-31,nein
18402,11222,FLATTNITZ,14.036111,46.940834,1437.0,2007-07-01,2100-12-31,KNT,nein,ja,keine Synopmeldung,186,2007-07-01,2100-12-31,nein
18501,11225,WEITENSFELD,14.2,46.849998,715.0,1953-01-01,1985-08-31,KNT,nein,nein,Synopmeldung wurde eingestellt,103,1953-01-01,1985-08-31,nein
18600,,FRIESACH,14.42,46.955276,634.0,1958-05-01,2007-12-31,KNT,ja,nein,keine Synopmeldung,187,1958-05-01,2007-12-31,nein
18610,,SILBEREGG,14.5,46.849998,598.0,1971-01-01,1981-12-31,KNT,nein,nein,keine Synopmeldung,,,,nein
18621,,ST.VEIT/GLAN,14.345834,46.759724,475.0,1997-03-01,2007-12-31,KNT,nein,nein,keine Synopmeldung,95,1997-03-01,2007-12-31,nein
18800,11214,PREITENEGG,14.916667,46.933334,1055.0,1950-07-01,1993-12-31,KNT,nein,nein,Synopmeldung wurde eingestellt,71,1950-07-01,1993-12-31,nein
18813,,WOLFSBERG-REDING,14.85,46.816666,435.0,1953-01-01,1955-12-31,KNT,ja,nein,keine Synopmeldung,110,1953-01-01,1955-12-31,nein
18905,11285,DEUTSCHLANDSBERG,15.228889,46.821667,354.0,1994-07-01,2001-04-30,STMK,ja,nein,Synopmeldung wurde eingestellt,116,1995-08-01,2001-04-30,nein
19204,11244,BAD GLEICHENBERG,15.903611,46.872223,269.0,2003-04-19,2100-12-31,STMK,ja,ja,Synopmeldung,8,2003-04-19,2100-12-31,nein
19205,11298,FELDBACH,15.879723,46.948891,323.0,1998-11-01,2100-12-31,STMK,ja,ja,Synopmeldung,,,,nein
19501,,SILLIAN,12.416667,46.75,1080.0,1948-01-01,1964-04-30,TIR,nein,nein,keine Synopmeldung,130,1948-01-01,1964-04-30,nein
19715,,VORHEGG,12.972222,46.677776,1020.0,1990-12-01,2010-04-30,KNT,ja,ja,keine Synopmeldung,,,,nein
19730,,LAAS,12.983334,46.683334,800.0,1969-07-01,1978-05-31,KNT,ja,nein,keine Synopmeldung,208,1969-07-01,1978-05-31,nein
19731,,LAAS,12.983334,46.683334,891.0,1944-05-01,1968-09-30,KNT,ja,nein,keine Synopmeldung,208,1944-05-01,1968-09-30,nein
19800,11207,REISACH,13.154166,46.648335,646.0,1961-01-01,2007-12-31,KNT,nein,nein,Synopmeldung wurde eingestellt,,,,nein
19830,,NASSFELD,13.283334,46.566666,1525.0,1970-01-01,1978-12-31,KNT,nein,nein,keine Synopmeldung,,,,nein
19911,11259,HERMAGOR,13.492222,46.609722,562.0,2008-07-01,2100-12-31,KNT,ja,ja,keine Synopmeldung,,,,nein
20000,,BAD BLEIBERG,13.683333,46.616665,904.0,1896-01-01,1985-04-30,KNT,nein,nein,keine Synopmeldung,6,1896-01-01,1985-04-30,nein
20001,,BAD BLEIBERG,13.688889,46.625,907.0,1985-05-01,2007-09-30,KNT,nein,nein,keine Synopmeldung,6,1985-05-01,2007-09-30,nein
20002,11218,BAD BLEIBERG,13.684444,46.625278,908.7,2007-08-01,2100-12-31,KNT,ja,ja,keine Synopmeldung,6,2007-10-01,2100-12-31,nein
20005,,KREUTH,13.666667,46.616665,835.0,1981-05-01,1985-04-30,KNT,nein,nein,keine Synopmeldung,,,,nein
20020,11212,VILLACHER ALPE,13.673333,46.603611,2140.0,1921-11-01,2100-12-31,KNT,ja,nein,Synopmeldung wurde eingestellt,,,,nein
20021,11265,VILLACHER ALPE,13.672778,46.603611,2117.0,1994-08-01,2100-12-31,KNT,ja,ja,Synopmeldung,,,,nein
20100,,KANZELHOEHE,13.906667,46.678055,1526.0,1953-04-01,2001-12-31,KNT,ja,nein,keine Synopmeldung,122,1953-04-01,2001-12-31,nein
20101,11216,KANZELHOEHE,13.901944,46.677223,1520.0,2002-01-01,2100-12-31,KNT,ja,ja,keine Synopmeldung,122,2002-01-01,2100-12-31,nein
20102,,KANZELHOEHE,13.9,46.666668,1477.0,1938-01-01,1952-12-31,KNT,ja,nein,keine Synopmeldung,122,1938-01-01,1952-12-31,nein
20105,11275,ARRIACH,13.8525,46.727779,890.0,1990-06-01,2100-12-31,KNT,ja,ja,Synopmeldung,,,,nein
20110,,VELDEN,14.033334,46.616665,535.0,1961-01-01,1982-12-31,KNT,ja,nein,keine Synopmeldung,,,,nein
20117,,VILLACH/PERAU,13.85,46.599998,493.0,1951-07-01,1954-12-31,KNT,nein,nein,keine Synopmeldung,100,1951-07-01,1954-12-31,nein
20118,11213,VILLACH/SEEBACH,13.8775,46.616943,492.0,1969-04-01,1981-12-31,KNT,ja,nein,Synopmeldung wurde eingestellt,100,1969-04-01,1981-12-31,nein
20119,,VILLACH/MARIA GAIL,13.883333,46.599998,504.0,1955-05-01,1968-12-31,KNT,nein,nein,keine Synopmeldung,100,1955-05-01,1968-12-31,nein
20121,,VILLACH/SEEBACH,13.85,46.633335,495.0,1948-02-01,1951-06-30,KNT,nein,nein,keine Synopmeldung,100,1948-02-01,1951-06-30,nein
20122,11213,VILLACH,13.866667,46.616665,495.0,1982-06-01,1993-11-30,KNT,ja,nein,Synopmeldung wurde eingestellt,100,1982-06-01,1993-11-30,nein
20200,,FERLACH,14.303333,46.532501,474.0,1953-05-07,2002-03-31,KNT,ja,nein,keine Synopmeldung,120,1953-05-07,2002-03-31,nein
20201,,FERLACH,14.295278,46.530277,460.0,2002-05-01,2007-12-31,KNT,ja,nein,keine Synopmeldung,120,2002-05-01,2007-12-31,nein
20202,11235,FERLACH,14.314167,46.531113,459.0,2007-08-01,2100-12-31,KNT,ja,ja,keine Synopmeldung,120,2008-01-01,2100-12-31,nein
20204,,KLAGENFURT/FLIEGERHORST,14.326944,46.645832,448.0,1939-03-01,1945-01-31,KNT,nein,nein,keine Synopmeldung,,,,nein
20205,,KLAGENFURT/ST.MARTIN,14.283334,46.633335,454.0,1945-06-01,1950-03-31,KNT,nein,nein,keine Synopmeldung,,,,nein
20210,11231,KLAGENFURT-FLUGPLATZ,14.333333,46.650002,447.0,1950-04-01,1991-03-31,KNT,ja,ja,Synopmeldung wurde eingestellt,48,1950-04-01,1991-03-31,nein
20211,11231,KLAGENFURT-FLUGHAFEN,14.333333,46.650002,447.0,1991-04-01,1996-08-31,KNT,ja,ja,Synopmeldung wurde eingestellt,48,1991-04-01,1996-08-31,nein
20212,11231,KLAGENFURT-FLUGHAFEN,14.318334,46.648335,450.0,1996-09-01,2100-12-31,KNT,ja,ja,Synopmeldung,48,1996-09-01,2100-12-31,nein
20230,,RUPERTIBERG,14.1,46.566666,715.0,1964-04-01,1993-12-31,KNT,nein,nein,keine Synopmeldung,,,,nein
20240,,FEISTRITZ/ROSENTAL,14.15,46.533333,466.0,1962-12-01,1980-06-30,KNT,nein,nein,keine Synopmeldung,,,,nein
20270,11227,FELDKIRCHEN,14.096945,46.721943,546.0,1995-07-01,2100-12-31,KNT,ja,ja,Synopmeldung,,,,nein
20300,,HOEHENBERGEN-TAINACH,14.55,46.638054,437.0,1978-05-01,2006-12-31,KNT,nein,nein,keine Synopmeldung,,,,nein
20305,,HOERZENDORF/ST.VEIT,14.346389,46.732224,492.0,1961-01-01,1968-04-30,KNT,nein,nein,keine Synopmeldung,,,,nein
20330,,HOCHOBIR,14.483334,46.5,2041.0,1880-08-01,1944-06-30,KNT,ja,nein,keine Synopmeldung,,,,nein
20400,11233,ST.MICHAEL/BLEIBURG,14.75,46.583332,500.0,1961-01-01,1991-03-31,KNT,nein,nein,Synopmeldung wurde eingestellt,91,1961-01-01,1991-03-31,nein
20401,11232,FEISTRITZ ob BLEIBURG,14.765833,46.558334,527.0,1991-10-01,1999-08-31,KNT,nein,nein,Synopmeldung wurde eingestellt,91,1991-10-01,1999-08-31,nein
20402,11233,ST.MICHAEL/BLEIBURG,14.765833,46.579166,490.0,1999-09-01,2000-09-30,KNT,nein,nein,Synopmeldung wurde eingestellt,91,1999-09-01,2000-09-01,nein
20404,11232,FEISTRITZ ob BLEIBURG,14.7675,46.559166,530.0,2003-08-01,2007-12-31,KNT,nein,nein,Synopmeldung wurde eingestellt,91,2003-08-01,2007-08-31,nein
20405,,VOELKERMARKT,14.633333,46.666668,465.0,1950-12-01,1977-12-31,KNT,nein,nein,keine Synopmeldung,188,1950-12-01,1977-12-31,nein
20406,,VOELKERMARKT-GOLDBRUNNHOF,14.633333,46.666668,465.0,1978-01-01,1978-03-31,KNT,nein,nein,keine Synopmeldung,188,1978-01-01,1978-03-31,nein
20408,11224,VOELKERMARKT,14.618611,46.661388,473.1,2008-07-23,2015-10-13,KNT,ja,ja,Synopmeldung wurde eingestellt,188,2008-07-23,2015-10-13,nein
20412,11232,FEISTRITZ ob BLEIBURG,14.766666,46.558887,532.0,2007-08-01,2100-12-31,KNT,ja,ja,Synopmeldung,91,2007-09-01,2100-12-31,nein
20500,,ST.PAUL/LAVANTTAL,14.866667,46.700001,384.0,1962-01-01,1981-12-31,KNT,nein,nein,keine Synopmeldung,209,1962-01-01,1981-12-31,nein
20600,,WIEL,15.129444,46.746113,928.0,1971-01-01,2007-12-31,STMK,nein,nein,keine Synopmeldung,,,,nein
20900,,BAD RADKERSBURG,15.983334,46.700001,208.0,1972-04-01,1992-12-31,STMK,nein,nein,keine Synopmeldung,11,1972-04-01,1992-07-31,nein
20901,11248,BAD RADKERSBURG,15.978611,46.686668,208.0,1992-11-01,2000-12-31,STMK,ja,ja,Synopmeldung wurde eingestellt,11,1992-08-01,2000-12-31,nein
20902,11248,BAD RADKERSBURG,15.979445,46.685833,209.8,2001-02-01,2016-04-04,STMK,ja,ja,Synopmeldung wurde eingestellt,11,2001-02-01,2016-03-31,nein
21100,,LOIBL-TUNNEL,14.25,46.444443,1098.0,1959-01-01,2007-12-31,KNT,nein,nein,keine Synopmeldung,206,1959-01-01,2007-12-31,nein
21300,11234,BAD EISENKAPPEL,14.593333,46.490555,623.0,1982-11-18,2100-12-31,KNT,ja,ja,Synopmeldung,21,1983-01-01,2100-12-31,nein
21302,,BAD EISENKAPPEL,14.6,46.483334,605.0,1967-03-01,1982-12-31,KNT,ja,nein,keine Synopmeldung,21,1967-03-01,1982-12-31,nein
11707,,SEEFELD,11.178333,47.327778,1198.0,2014-12-01,2100-12-31,TIR,nein,nein,keine Synopmeldung,,2014-12-01,2100-12-31,nein
20411,11257,VOELKERMARKT-GOLDBRUNNHOF,14.639167,46.670834,466.0,2015-10-20,2100-12-31,KNT,nein,nein,keine Synopmeldung,188,2015-10-20,2100-12-31,nein
2901,,REICHERSBERG/STIFT,13.366667,48.333332,335.0,1936-01-01,1949-06-30,OOE,nein,nein,keine Synopmeldung,159,1936-01-01,1948-09-30,nein
3702,11024,JAUERLING/ORF,15.339167,48.334446,955.0,1994-01-01,2100-12-31,NOE,ja,ja,Synopmeldung,,,,nein
3710,,JOCHING,15.459444,48.386112,212.0,1981-01-01,1996-12-31,NOE,nein,nein,keine Synopmeldung,,,,nein
3720,,UNTERLOIBEN,15.55,48.383335,201.0,1983-11-01,1984-12-31,NOE,nein,nein,keine Synopmeldung,,,,nein
3800,,KREMS-LANDERSDORF,15.616667,48.416668,200.0,1977-06-01,1982-09-30,NOE,ja,nein,keine Synopmeldung,46,1977-06-01,1982-09-30,nein
3805,11070,KREMS,15.622222,48.41861,202.0,1996-02-01,2100-12-31,NOE,ja,ja,Synopmeldung,46,1996-04-01,2100-12-31,nein
3807,,KREMS,15.6,48.416668,223.0,1936-01-01,1977-05-31,NOE,ja,nein,keine Synopmeldung,46,1936-01-01,1977-05-31,nein
3811,11075,LANGENLOIS,15.697222,48.4725,207.0,1989-11-01,2100-12-31,NOE,ja,ja,Synopmeldung,52,1989-11-01,2100-12-31,nein
4305,11085,ZWERNDORF,16.831388,48.338055,144.0,1996-12-17,2100-12-31,NOE,ja,ja,Synopmeldung,,,,nein
4224,11048,GAENSERNDORF-STADT,16.713612,48.337776,163.0,2002-11-13,2100-12-31,NOE,ja,ja,keine Synopmeldung,134,2004-01-01,2100-12-31,nein
4030,11027,STOCKERAU,16.192499,48.396946,203.0,1997-06-01,2100-12-31,NOE,ja,ja,Synopmeldung,,,,nein
3930,,HEILIGENEICH,15.9,48.299999,199.0,1971-01-01,1977-12-31,NOE,nein,nein,keine Synopmeldung,,,,nein
4065,,KORNEUBURG/DABSCHKASERNE,16.330555,48.359444,169.0,1994-09-01,1995-11-30,NOE,nein,nein,keine Synopmeldung,,,,nein
4071,,KORNEUBURG,16.316668,48.349998,170.0,1988-07-01,1989-01-31,NOE,ja,nein,keine Synopmeldung,,,,nein
4080,11030,LANGENLEBARN,16.119167,48.324444,175.0,1963-01-01,1992-09-30,NOE,ja,nein,Synopmeldung wurde eingestellt,51,1963-01-01,1992-09-30,nein
4115,11042,WIEN/STAMMERSDORF,16.405556,48.305832,191.0,2008-12-09,2100-12-31,WIE,ja,ja,keine Synopmeldung,,,,nein
4125,11045,WOLKERSDORF,16.5075,48.38028,185.0,2008-07-23,2100-12-31,NOE,nein,ja,keine Synopmeldung,,,,nein
4170,,SCHLEINBACH,16.433332,48.583332,199.0,1958-01-01,1982-04-30,NOE,ja,nein,keine Synopmeldung,,,,nein
4200,,GROSS SCHWEINBARTH,16.65,48.416668,180.0,1981-01-01,1985-10-31,NOE,ja,nein,keine Synopmeldung,,,,nein
4220,,OBERSIEBENBRUNN,16.700001,48.266666,150.0,1965-07-01,1988-11-30,NOE,ja,ja,keine Synopmeldung,,,,nein
4223,,GAENSERNDORF,16.715,48.338612,167.0,2001-08-01,2003-12-31,NOE,nein,nein,keine Synopmeldung,134,2001-08-01,2003-12-31,nein
4500,,RANSHOFEN,13.033334,48.216667,382.0,1961-01-01,1989-12-31,OOE,nein,nein,keine Synopmeldung,75,1961-01-01,1989-12-31,nein
4510,,FELDKIRCHEN/MATTIGHOFEN,13.05,48.083332,528.0,1977-06-01,1997-12-31,OOE,nein,nein,keine Synopmeldung,,,,nein
5820,11077,BRUNN AM GEBIRGE,16.27,48.106945,290.6,2008-09-01,2100-12-31,NOE,ja,ja,keine Synopmeldung,,,,nein
5870,11081,BADEN,16.235556,48.011391,244.8,1982-12-01,2012-05-31,NOE,ja,ja,Synopmeldung wurde eingestellt,12,1982-12-01,2012-05-31,nein
5880,,GUMPOLDSKIRCHEN,16.283333,48.033333,222.0,1948-05-01,1987-12-31,NOE,nein,nein,keine Synopmeldung,32,1948-05-01,1987-12-31,nein
5890,,BREITENFURT,16.133333,48.150002,437.0,1981-01-01,1986-03-31,NOE,ja,nein,keine Synopmeldung,,,,nein
5901,11035,WIEN-HOHE WARTE,16.356388,48.248611,198.0,1872-05-01,1992-12-31,WIE,ja,ja,Synopmeldung wurde eingestellt,105,1872-05-01,1992-12-31,nein
5902,,WIEN Favoriten,16.370832,48.193611,177.0,1852-09-01,1872-04-30,WIE,ja,nein,keine Synopmeldung,105,1852-09-01,1872-04-30,nein
5916,,WIEN-UNTERLAA,16.422777,48.127499,200.0,1963-10-01,1995-12-31,WIE,nein,nein,keine Synopmeldung,107,1963-10-01,1995-12-31,nein
5925,11034,WIEN-INNERE STADT,16.366945,48.198334,177.0,1985-01-01,2100-12-31,WIE,ja,ja,Synopmeldung,,,,nein
